ExpID,PublicationID,PublicationName,IonExpNum,Cells,CellClass,CellOrigin,CellCycle,DNAcontent,PhotonRadiation,PhotonExpNum,Ion,Charge,IrradiationConditions,LET,Energy,ax_paper,bx_paper,ai_paper,bi_paper,ax_fit,bx_fit,ai_fit,bi_fit
150,12,weyrather99,16,xrs5,n,r,a,5.6,250kVp,3,12C,6,m,13.7,266.4,1.73,-0.0082,3.56,-0.729,1.68266384155519,0.0,3.65975040758648,-0.779901445804262
151,12,weyrather99,17,xrs5,n,r,a,5.6,250kVp,3,12C,6,m,32.4,76.9,1.73,-0.0082,2.55,0.0316,1.68266384155519,0.0,2.61457190634318,0.0
152,12,weyrather99,18,xrs5,n,r,a,5.6,250kVp,3,12C,6,m,153.5,11.0,1.73,-0.0082,2.71,-0.119,1.68266384155519,0.0,2.3258086752815,0.0
153,12,weyrather99,19,xrs5,n,r,a,5.6,250kVp,3,12C,6,m,275.1,5.4,1.73,-0.0082,2.12,0.24,1.68266384155519,0.0,2.46509064498152,0.0
154,12,weyrather99,20,xrs5,n,r,a,5.6,250kVp,3,12C,6,m,339.1,4.2,1.73,-0.0082,2.0,-0.085,1.68266384155519,0.0,1.78906533153127,0.0
155,12,weyrather99,21,xrs5,n,r,a,5.6,250kVp,3,12C,6,m,482.7,2.4,1.73,-0.0082,1.67,-0.035,1.68266384155519,0.0,1.58695242749046,0.0
156,13,furusawa00,1,V79,n,r,a,5.6,200kVp,1,3He,2,m,18.6,10.1,0.184,0.02,0.225,,0.199699329411064,0.0189770903278457,0.0,0.0763641171195398
157,13,furusawa00,2,V79,n,r,a,5.6,200kVp,1,3He,2,m,18.6,10.1,0.184,0.02,0.297,,0.199699329411064,0.0189770903278457,0.0,0.0730241297524908
158,13,furusawa00,3,V79,n,r,a,5.6,200kVp,1,3He,2,m,23.0,7.73,0.184,0.02,0.255,,0.199699329411064,0.0189770903278457,0.258232732477876,0.0399387926348027
159,13,furusawa00,4,V79,n,r,a,5.6,200kVp,1,3He,2,m,23.8,7.39,0.184,0.02,0.261,,0.199699329411064,0.0189770903278457,0.190035110198229,0.066325497945746
160,13,furusawa00,5,V79,n,r,a,5.6,200kVp,1,3He,2,m,24.0,7.3,0.184,0.02,0.168,,0.199699329411064,0.0189770903278457,0.0,0.0854209414090225
161,13,furusawa00,6,V79,n,r,a,5.6,200kVp,1,3He,2,m,29.9,5.5,0.184,0.02,0.162,,0.199699329411064,0.0189770903278457,0.0,0.100287231480801
162,13,furusawa00,7,V79,n,r,a,5.6,200kVp,1,3He,2,m,29.9,5.5,0.184,0.02,0.376,,0.199699329411064,0.0189770903278457,0.171362390214581,0.082595736386406
163,13,furusawa00,8,V79,n,r,a,5.6,200kVp,1,3He,2,m,38.1,4.07,0.184,0.02,0.534,,0.199699329411064,0.0189770903278457,0.528633910464169,0.0539042472527466
164,13,furusawa00,9,V79,n,r,a,5.6,200kVp,1,3He,2,m,39.2,3.92,0.184,0.02,0.529,,0.199699329411064,0.0189770903278457,0.271977559617955,0.117481447272868
165,13,furusawa00,10,V79,n,r,a,5.6,200kVp,1,3He,2,m,39.4,3.9,0.184,0.02,0.486,,0.199699329411064,0.0189770903278457,0.317675249505895,0.0876217411102402
166,13,furusawa00,11,V79,n,r,a,5.6,200kVp,1,3He,2,m,50.0,2.83,0.184,0.02,0.561,,0.199699329411064,0.0189770903278457,0.400589978886753,0.147974404543933
167,13,furusawa00,12,V79,n,r,a,5.6,200kVp,1,3He,2,m,51.9,2.72,0.184,0.02,0.405,,0.199699329411064,0.0189770903278457,0.563668309431351,0.0964812922925158
168,13,furusawa00,13,V79,n,r,a,5.6,200kVp,1,3He,2,m,52.3,2.7,0.184,0.02,0.496,,0.199699329411064,0.0189770903278457,0.61649149423175,0.0940294786578692
169,13,furusawa00,14,V79,n,r,a,5.6,200kVp,1,3He,2,m,58.9,2.33,0.184,0.02,0.848,,0.199699329411064,0.0189770903278457,0.850695690790019,0.0591276483393313
170,13,furusawa00,15,V79,n,r,a,5.6,200kVp,1,3He,2,m,61.9,2.16,0.184,0.02,0.56,,0.199699329411064,0.0189770903278457,0.557430600436056,0.151114521904482
171,13,furusawa00,16,V79,n,r,a,5.6,200kVp,1,3He,2,m,73.9,1.65,0.184,0.02,1.04,,0.199699329411064,0.0189770903278457,0.715975224120516,0.202308043835957
172,13,furusawa00,17,V79,n,r,a,5.6,200kVp,1,3He,2,m,74.6,1.62,0.184,0.02,1.105,,0.199699329411064,0.0189770903278457,0.87761696712019,0.210694390130047
173,13,furusawa00,18,V79,n,r,a,5.6,200kVp,1,3He,2,m,74.6,1.62,0.184,0.02,0.822,,0.199699329411064,0.0189770903278457,0.823530540367479,0.182393155965174
174,13,furusawa00,19,V79,n,r,a,5.6,200kVp,1,3He,2,m,90.8,1.27,0.184,0.02,0.956,,0.199699329411064,0.0189770903278457,1.19158103121252,0.127955665319435
175,13,furusawa00,20,V79,n,r,a,5.6,200kVp,1,3He,2,m,90.8,1.27,0.184,0.02,1.117,,0.199699329411064,0.0189770903278457,0.860516035173755,0.201359557915029
176,13,furusawa00,21,V79,n,r,a,5.6,200kVp,1,12C,6,m,22.5,126.0,0.184,0.02,0.227,,0.199699329411064,0.0189770903278457,0.295555744704903,0.0341310817274743
177,13,furusawa00,22,V79,n,r,a,5.6,200kVp,1,12C,6,m,30.0,82.3,0.184,0.02,0.295,,0.199699329411064,0.0189770903278457,0.293907680491451,0.0386692630150571
178,13,furusawa00,23,V79,n,r,a,5.6,200kVp,1,12C,6,m,31.0,78.6,0.184,0.02,0.427,,0.199699329411064,0.0189770903278457,0.0,0.103033038077465
179,13,furusawa00,24,V79,n,r,a,5.6,200kVp,1,12C,6,m,40.1,55.6,0.184,0.02,0.283,,0.199699329411064,0.0189770903278457,0.0,0.232828438788933
180,13,furusawa00,25,V79,n,r,a,5.6,200kVp,1,12C,6,m,40.6,54.8,0.184,0.02,0.619,,0.199699329411064,0.0189770903278457,0.619678235849762,0.025652927547142
181,13,furusawa00,26,V79,n,r,a,5.6,200kVp,1,12C,6,m,50.3,41.7,0.184,0.02,0.841,,0.199699329411064,0.0189770903278457,0.853024181744709,0.0217328023447827
182,13,furusawa00,27,V79,n,r,a,5.6,200kVp,1,12C,6,m,57.6,35.4,0.184,0.02,0.549,,0.199699329411064,0.0189770903278457,0.550082013858499,0.0740780736948785
183,13,furusawa00,28,V79,n,r,a,5.6,200kVp,1,12C,6,m,60.0,33.5,0.184,0.02,0.631,,0.199699329411064,0.0189770903278457,0.60977292681266,0.0919783665517723
184,13,furusawa00,29,V79,n,r,a,5.6,200kVp,1,12C,6,m,78.5,25.2,0.184,0.02,1.027,,0.199699329411064,0.0189770903278457,1.02436418123528,0.0223157459708984
185,13,furusawa00,30,V79,n,r,a,5.6,200kVp,1,12C,6,m,80.6,24.5,0.184,0.02,0.781,,0.199699329411064,0.0189770903278457,0.794604783943398,0.101627864780684
186,13,furusawa00,31,V79,n,r,a,5.6,200kVp,1,12C,6,m,88.0,21.9,0.184,0.02,0.971,,0.199699329411064,0.0189770903278457,0.965933219552702,0.0584248227756968
187,13,furusawa00,32,V79,n,r,a,5.6,200kVp,1,12C,6,m,102.0,18.1,0.184,0.02,1.066,,0.199699329411064,0.0189770903278457,1.03741017469199,0.0654894717206483
188,13,furusawa00,33,V79,n,r,a,5.6,200kVp,1,12C,6,m,117.0,14.9,0.184,0.02,1.315,,0.199699329411064,0.0189770903278457,1.31170446307411,0.0310185004035475
189,13,furusawa00,34,V79,n,r,a,5.6,200kVp,1,12C,6,m,127.0,13.9,0.184,0.02,1.08,,0.199699329411064,0.0189770903278457,1.07643087533126,0.022680024205697
190,13,furusawa00,35,V79,n,r,a,5.6,200kVp,1,12C,6,m,137.0,12.9,0.184,0.02,1.477,,0.199699329411064,0.0189770903278457,1.49168983529989,0.0
191,13,furusawa00,36,V79,n,r,a,5.6,200kVp,1,12C,6,m,142.0,12.4,0.184,0.02,1.446,,0.199699329411064,0.0189770903278457,1.43316590115579,0.0
192,13,furusawa00,37,V79,n,r,a,5.6,200kVp,1,12C,6,m,152.0,11.4,0.184,0.02,1.368,,0.199699329411064,0.0189770903278457,0.952426907120874,0.110619525385249
193,13,furusawa00,38,V79,n,r,a,5.6,200kVp,1,12C,6,m,206.0,7.6,0.184,0.02,1.323,,0.199699329411064,0.0189770903278457,1.29794606325979,0.0
194,13,furusawa00,39,V79,n,r,a,5.6,200kVp,1,12C,6,m,232.0,6.37,0.184,0.02,1.064,,0.199699329411064,0.0189770903278457,0.865986697215246,0.0649601540897897
195,13,furusawa00,40,V79,n,r,a,5.6,200kVp,1,12C,6,m,255.0,5.64,0.184,0.02,1.07,,0.199699329411064,0.0189770903278457,1.07005709165073,0.0
196,13,furusawa00,41,V79,n,r,a,5.6,200kVp,1,12C,6,m,276.0,5.09,0.184,0.02,1.091,,0.199699329411064,0.0189770903278457,1.08383599721466,0.0458632839617819
197,13,furusawa00,42,V79,n,r,a,5.6,200kVp,1,12C,6,m,360.0,3.42,0.184,0.02,1.07,,0.199699329411064,0.0189770903278457,1.00531284469788,0.0130636341721188
198,13,furusawa00,43,V79,n,r,a,5.6,200kVp,1,12C,6,m,432.0,2.55,0.184,0.02,0.844,,0.199699329411064,0.0189770903278457,0.814579695909713,0.00369264018572087
199,13,furusawa00,44,V79,n,r,a,5.6,200kVp,1,12C,6,m,493.0,1.98,0.184,0.02,0.837,,0.199699329411064,0.0189770903278457,0.965255006872111,-0.0322489626257006
200,13,furusawa00,45,V79,n,r,a,5.6,200kVp,1,12C,6,m,502.0,1.92,0.184,0.02,0.779,,0.199699329411064,0.0189770903278457,0.926300670418362,-0.0186579293658777
201,13,furusawa00,46,V79,n,r,a,5.6,200kVp,1,20Ne,10,m,62.1,130.0,0.184,0.02,0.511,,0.199699329411064,0.0189770903278457,0.54597345285524,0.0633350083327554
202,13,furusawa00,47,V79,n,r,a,5.6,200kVp,1,20Ne,10,m,62.1,130.0,0.184,0.02,0.286,,0.199699329411064,0.0189770903278457,0.283321816481268,0.0782903338204773
203,13,furusawa00,48,V79,n,r,a,5.6,200kVp,1,20Ne,10,m,62.2,129.0,0.184,0.02,0.634,,0.199699329411064,0.0189770903278457,0.629830253222134,0.0295938065497491
204,13,furusawa00,49,V79,n,r,a,5.6,200kVp,1,20Ne,10,m,80.0,84.2,0.184,0.02,0.555,,0.199699329411064,0.0189770903278457,0.55598477945943,0.0854578239587389
205,13,furusawa00,50,V79,n,r,a,5.6,200kVp,1,20Ne,10,m,84.6,78.6,0.184,0.02,0.672,,0.199699329411064,0.0189770903278457,0.671021782967428,0.062877126283862
206,13,furusawa00,51,V79,n,r,a,5.6,200kVp,1,20Ne,10,m,96.9,68.1,0.184,0.02,0.761,,0.199699329411064,0.0189770903278457,0.557522913144849,0.148367576130481
207,13,furusawa00,52,V79,n,r,a,5.6,200kVp,1,20Ne,10,m,110.0,57.5,0.184,0.02,0.774,,0.199699329411064,0.0189770903278457,0.359437808055933,0.171758715323691
208,13,furusawa00,53,V79,n,r,a,5.6,200kVp,1,20Ne,10,m,146.0,38.4,0.184,0.02,1.087,,0.199699329411064,0.0189770903278457,1.08844909342879,0.029457858499027
209,13,furusawa00,54,V79,n,r,a,5.6,200kVp,1,20Ne,10,m,158.0,35.7,0.184,0.02,1.225,,0.199699329411064,0.0189770903278457,0.883873168792673,0.101655099733251
210,13,furusawa00,55,V79,n,r,a,5.6,200kVp,1,20Ne,10,m,178.0,31.1,0.184,0.02,1.259,,0.199699329411064,0.0189770903278457,0.923384493169825,0.0719840389271452
211,13,furusawa00,56,V79,n,r,a,5.6,200kVp,1,20Ne,10,m,182.0,30.2,0.184,0.02,1.169,,0.199699329411064,0.0189770903278457,0.809261569047806,0.102128391134366
212,13,furusawa00,57,V79,n,r,a,5.6,200kVp,1,20Ne,10,m,219.0,24.7,0.184,0.02,1.15,,0.199699329411064,0.0189770903278457,0.843531358937025,0.0906989334642306
213,13,furusawa00,58,V79,n,r,a,5.6,200kVp,1,20Ne,10,m,239.0,21.7,0.184,0.02,1.299,,0.199699329411064,0.0189770903278457,1.29737811299777,0.0
214,13,furusawa00,59,V79,n,r,a,5.6,200kVp,1,20Ne,10,m,277.0,18.2,0.184,0.02,1.048,,0.199699329411064,0.0189770903278457,0.916354158960265,0.0148275085614479
215,13,furusawa00,60,V79,n,r,a,5.6,200kVp,1,20Ne,10,m,287.0,17.5,0.184,0.02,1.212,,0.199699329411064,0.0189770903278457,1.21519256765303,0.0
216,13,furusawa00,61,V79,n,r,a,5.6,200kVp,1,20Ne,10,m,373.0,12.8,0.184,0.02,0.968,,0.199699329411064,0.0189770903278457,0.82659390569325,0.0242290623151672
217,13,furusawa00,62,V79,n,r,a,5.6,200kVp,1,20Ne,10,m,528.0,7.71,0.184,0.02,0.675,,0.199699329411064,0.0189770903278457,0.482248071278712,0.0233962304646203
218,13,furusawa00,63,V79,n,r,a,5.6,200kVp,1,20Ne,10,m,569.0,7.1,0.184,0.02,0.409,,0.199699329411064,0.0189770903278457,0.397457931553244,0.0
219,13,furusawa00,64,HSG,t,h,a,6.0,200kVp,2,3He,2,m,18.5,10.2,0.313,0.0615,0.543,,0.347575769583475,0.0571856845726187,0.536974515265535,0.0636747520473507
220,13,furusawa00,65,HSG,t,h,a,6.0,200kVp,2,3He,2,m,18.6,10.1,0.313,0.0615,0.523,,0.347575769583475,0.0571856845726187,0.519658382728531,0.0996522559044888
221,13,furusawa00,66,HSG,t,h,a,6.0,200kVp,2,3He,2,m,23.6,7.48,0.313,0.0615,0.662,,0.347575769583475,0.0571856845726187,0.657477756918761,0.0687932057355792
222,13,furusawa00,67,HSG,t,h,a,6.0,200kVp,2,3He,2,m,24.0,7.3,0.313,0.0615,0.851,,0.347575769583475,0.0571856845726187,0.852159405010054,0.075912975612525
223,13,furusawa00,68,HSG,t,h,a,6.0,200kVp,2,3He,2,m,32.4,4.99,0.313,0.0615,1.221,,0.347575769583475,0.0571856845726187,1.21233936534007,0.0
224,13,furusawa00,69,HSG,t,h,a,6.0,200kVp,2,3He,2,m,33.0,4.89,0.313,0.0615,1.309,,0.347575769583475,0.0571856845726187,1.27807823534662,0.0356383179412509
225,13,furusawa00,70,HSG,t,h,a,6.0,200kVp,2,3He,2,m,46.0,3.12,0.313,0.0615,1.738,,0.347575769583475,0.0571856845726187,1.74144662431557,0.0333426638482024
226,13,furusawa00,71,HSG,t,h,a,6.0,200kVp,2,3He,2,m,46.0,3.12,0.313,0.0615,1.328,,0.347575769583475,0.0571856845726187,1.32160455947258,0.104432965114843
227,13,furusawa00,72,HSG,t,h,a,6.0,200kVp,2,3He,2,m,53.8,2.61,0.313,0.0615,1.705,,0.347575769583475,0.0571856845726187,1.71773909905181,0.0469994157075595
228,13,furusawa00,73,HSG,t,h,a,6.0,200kVp,2,3He,2,m,54.0,2.6,0.313,0.0615,1.889,,0.347575769583475,0.0571856845726187,1.89736205378902,0.0528484909208114
229,13,furusawa00,74,HSG,t,h,a,6.0,200kVp,2,3He,2,m,70.3,1.79,0.313,0.0615,2.283,,0.347575769583475,0.0571856845726187,2.28900608685571,0.0
230,13,furusawa00,75,HSG,t,h,a,6.0,200kVp,2,3He,2,m,71.0,1.76,0.313,0.0615,2.564,,0.347575769583475,0.0571856845726187,1.77997950777097,0.325315099719283
231,13,furusawa00,76,HSG,t,h,a,6.0,200kVp,2,12C,6,m,22.5,126.0,0.313,0.0615,0.161,,0.347575769583475,0.0571856845726187,0.421976433541857,0.0967653095975296
232,13,furusawa00,77,HSG,t,h,a,6.0,200kVp,2,12C,6,m,30.0,82.3,0.313,0.0615,0.429,,0.347575769583475,0.0571856845726187,0.433709705123652,0.0816794061587602
233,13,furusawa00,78,HSG,t,h,a,6.0,200kVp,2,12C,6,m,30.3,81.1,0.313,0.0615,0.359,,0.347575769583475,0.0571856845726187,0.359645098625964,0.109962172761178
234,13,furusawa00,79,HSG,t,h,a,6.0,200kVp,2,12C,6,m,30.6,79.9,0.313,0.0615,0.483,,0.347575769583475,0.0571856845726187,0.473324499919108,0.11048253986772
235,13,furusawa00,80,HSG,t,h,a,6.0,200kVp,2,12C,6,m,40.2,55.4,0.313,0.0615,0.72,,0.347575769583475,0.0571856845726187,0.726120316797726,0.134842159916746
236,13,furusawa00,81,HSG,t,h,a,6.0,200kVp,2,12C,6,m,42.5,51.9,0.313,0.0615,0.805,,0.347575769583475,0.0571856845726187,0.801727857380928,0.0981917948580765
237,13,furusawa00,82,HSG,t,h,a,6.0,200kVp,2,12C,6,m,50.0,42.1,0.313,0.0615,1.137,,0.347575769583475,0.0571856845726187,1.10855101267839,0.0584188187894026
238,13,furusawa00,83,HSG,t,h,a,6.0,200kVp,2,12C,6,m,54.5,37.8,0.313,0.0615,1.01,,0.347575769583475,0.0571856845726187,1.00471862466984,0.131094197818882
239,13,furusawa00,84,HSG,t,h,a,6.0,200kVp,2,12C,6,m,80.6,24.5,0.313,0.0615,1.449,,0.347575769583475,0.0571856845726187,1.50937385571564,0.0
240,13,furusawa00,85,HSG,t,h,a,6.0,200kVp,2,12C,6,m,88.0,21.9,0.313,0.0615,1.68,,0.347575769583475,0.0571856845726187,1.6998479352116,0.0
241,13,furusawa00,86,HSG,t,h,a,6.0,200kVp,2,12C,6,m,137.0,12.9,0.313,0.0615,1.895,,0.347575769583475,0.0571856845726187,1.89549046513211,0.0
242,13,furusawa00,87,HSG,t,h,a,6.0,200kVp,2,12C,6,m,144.0,12.2,0.313,0.0615,1.507,,0.347575769583475,0.0571856845726187,1.28278182207639,0.0598010549224137
243,13,furusawa00,88,HSG,t,h,a,6.0,200kVp,2,12C,6,m,147.0,11.8,0.313,0.0615,1.742,,0.347575769583475,0.0571856845726187,1.75223396748198,0.0
244,13,furusawa00,89,HSG,t,h,a,6.0,200kVp,2,12C,6,m,199.0,7.94,0.313,0.0615,1.712,,0.347575769583475,0.0571856845726187,1.7025715093067,0.0
245,13,furusawa00,90,HSG,t,h,a,6.0,200kVp,2,12C,6,m,247.0,5.84,0.313,0.0615,1.423,,0.347575769583475,0.0571856845726187,1.61435146909833,-0.0492322410892791
246,13,furusawa00,91,HSG,t,h,a,6.0,200kVp,2,12C,6,m,267.0,5.32,0.313,0.0615,1.633,,0.347575769583475,0.0571856845726187,1.97104535913289,-0.0859938599222394
247,13,furusawa00,92,HSG,t,h,a,6.0,200kVp,2,12C,6,m,333.0,3.88,0.313,0.0615,1.256,,0.347575769583475,0.0571856845726187,1.46147052149817,-0.0420138654759789
248,13,furusawa00,93,HSG,t,h,a,6.0,200kVp,2,12C,6,m,360.0,3.42,0.313,0.0615,1.245,,0.347575769583475,0.0571856845726187,1.52047637411026,-0.082459794467327
249,13,furusawa00,94,HSG,t,h,a,6.0,200kVp,2,12C,6,m,467.0,2.22,0.313,0.0615,1.075,,0.347575769583475,0.0571856845726187,1.05485041060762,0.0
250,13,furusawa00,95,HSG,t,h,a,6.0,200kVp,2,12C,6,m,493.0,1.98,0.313,0.0615,1.035,,0.347575769583475,0.0571856845726187,1.03289902123008,0.0
251,13,furusawa00,96,HSG,t,h,a,6.0,200kVp,2,12C,6,m,502.0,1.92,0.313,0.0615,0.923,,0.347575769583475,0.0571856845726187,0.923946577322755,0.0
252,13,furusawa00,97,HSG,t,h,a,6.0,200kVp,2,20Ne,10,m,62.0,130.0,0.313,0.0615,0.739,,0.347575769583475,0.0571856845726187,0.738754722079082,0.0782835227716031
253,13,furusawa00,98,HSG,t,h,a,6.0,200kVp,2,20Ne,10,m,72.0,103.0,0.313,0.0615,1.201,,0.347575769583475,0.0571856845726187,1.19148645197159,0.104599743719141
254,13,furusawa00,99,HSG,t,h,a,6.0,200kVp,2,20Ne,10,m,74.2,96.7,0.313,0.0615,1.135,,0.347575769583475,0.0571856845726187,1.12916348369015,0.124319933693602
255,13,furusawa00,100,HSG,t,h,a,6.0,200kVp,2,20Ne,10,m,77.0,88.7,0.313,0.0615,0.927,,0.347575769583475,0.0571856845726187,0.831597490433598,0.423484021898076
256,13,furusawa00,101,HSG,t,h,a,6.0,200kVp,2,20Ne,10,m,82.0,81.3,0.313,0.0615,1.735,,0.347575769583475,0.0571856845726187,1.82987650012162,0.0
257,13,furusawa00,102,HSG,t,h,a,6.0,200kVp,2,20Ne,10,m,83.7,79.3,0.313,0.0615,1.516,,0.347575769583475,0.0571856845726187,1.51289365275158,0.0748377323353963
258,13,furusawa00,103,HSG,t,h,a,6.0,200kVp,2,20Ne,10,m,103.0,62.2,0.313,0.0615,2.0,,0.347575769583475,0.0571856845726187,2.0115441012393,0.0
259,13,furusawa00,104,HSG,t,h,a,6.0,200kVp,2,20Ne,10,m,116.0,54.4,0.313,0.0615,1.878,,0.347575769583475,0.0571856845726187,1.87617916339887,0.0
260,13,furusawa00,105,HSG,t,h,a,6.0,200kVp,2,20Ne,10,m,166.0,33.8,0.313,0.0615,1.947,,0.347575769583475,0.0571856845726187,1.95238801935237,0.0
261,13,furusawa00,106,HSG,t,h,a,6.0,200kVp,2,20Ne,10,m,169.0,33.2,0.313,0.0615,2.009,,0.347575769583475,0.0571856845726187,1.64952079463654,0.145325718279744
262,13,furusawa00,107,HSG,t,h,a,6.0,200kVp,2,20Ne,10,m,216.0,25.1,0.313,0.0615,1.849,,0.347575769583475,0.0571856845726187,1.84470233630714,0.0
263,13,furusawa00,108,HSG,t,h,a,6.0,200kVp,2,20Ne,10,m,239.0,14.3,0.313,0.0615,1.253,,0.347575769583475,0.0571856845726187,1.25429945239135,0.0
264,13,furusawa00,109,HSG,t,h,a,6.0,200kVp,2,20Ne,10,m,287.0,17.5,0.313,0.0615,1.338,,0.347575769583475,0.0571856845726187,1.81235577237174,-0.314818722653855
265,13,furusawa00,110,HSG,t,h,a,6.0,200kVp,2,20Ne,10,m,340.0,14.3,0.313,0.0615,1.211,,0.347575769583475,0.0571856845726187,1.21262557621975,0.0
266,13,furusawa00,111,HSG,t,h,a,6.0,200kVp,2,20Ne,10,m,343.0,14.1,0.313,0.0615,1.253,,0.347575769583475,0.0571856845726187,1.25935259768962,0.0
267,13,furusawa00,112,HSG,t,h,a,6.0,200kVp,2,20Ne,10,m,347.0,13.9,0.313,0.0615,1.315,,0.347575769583475,0.0571856845726187,1.31095088652964,0.0
268,13,furusawa00,113,HSG,t,h,a,6.0,200kVp,2,20Ne,10,m,361.0,13.3,0.313,0.0615,1.068,,0.347575769583475,0.0571856845726187,1.07223337441177,0.0
269,13,furusawa00,114,HSG,t,h,a,6.0,200kVp,2,20Ne,10,m,373.0,12.8,0.313,0.0615,0.998,,0.347575769583475,0.0571856845726187,0.998960534931329,0.0
270,13,furusawa00,115,HSG,t,h,a,6.0,200kVp,2,20Ne,10,m,445.0,9.65,0.313,0.0615,0.871,,0.347575769583475,0.0571856845726187,0.873351040829915,0.0
271,13,furusawa00,116,HSG,t,h,a,6.0,200kVp,2,20Ne,10,m,528.0,7.71,0.313,0.0615,0.829,,0.347575769583475,0.0571856845726187,0.699172574094304,0.0247573569983971
272,13,furusawa00,117,HSG,t,h,a,6.0,200kVp,2,20Ne,10,m,654.0,5.58,0.313,0.0615,0.7,,0.347575769583475,0.0571856845726187,0.837515349218618,-0.0161044914594603
273,13,furusawa00,118,T1,n,h,a,6.0,200kVp,3,12C,6,m,21.8,131.0,0.0305,0.0585,0.289,,0.0459718949476545,0.0571300047822561,0.285514191046393,0.0755165576662792
274,13,furusawa00,119,T1,n,h,a,6.0,200kVp,3,12C,6,m,21.8,131.0,0.0305,0.0585,0.155,,0.0459718949476545,0.0571300047822561,0.145023716152729,0.0950817667376413
275,13,furusawa00,120,T1,n,h,a,6.0,200kVp,3,12C,6,m,39.7,56.2,0.0305,0.0585,0.45,,0.0459718949476545,0.0571300047822561,0.444098396939779,0.127875083999106
276,13,furusawa00,121,T1,n,h,a,6.0,200kVp,3,12C,6,m,39.8,56.0,0.0305,0.0585,0.243,,0.0459718949476545,0.0571300047822561,0.229338982196989,0.121476272778474
277,13,furusawa00,122,T1,n,h,a,6.0,200kVp,3,12C,6,m,61.5,32.4,0.0305,0.0585,0.321,,0.0459718949476545,0.0571300047822561,0.308623857524796,0.201194308163822
278,13,furusawa00,123,T1,n,h,a,6.0,200kVp,3,12C,6,m,80.4,24.5,0.0305,0.0585,0.69,,0.0459718949476545,0.0571300047822561,0.691415743182683,0.281149197795359
279,13,furusawa00,124,T1,n,h,a,6.0,200kVp,3,12C,6,m,109.0,16.7,0.0305,0.0585,0.562,,0.0459718949476545,0.0571300047822561,0.501178846440371,0.517369859889623
280,13,furusawa00,125,T1,n,h,a,6.0,200kVp,3,12C,6,m,144.0,12.2,0.0305,0.0585,0.827,,0.0459718949476545,0.0571300047822561,0.813921415871633,0.298688943230392
281,13,furusawa00,126,T1,n,h,a,6.0,200kVp,3,12C,6,m,252.0,5.7,0.0305,0.0585,0.965,,0.0459718949476545,0.0571300047822561,0.0,0.759053422200802
282,13,furusawa00,127,T1,n,h,a,6.0,200kVp,3,20Ne,10,m,61.9,130.0,0.0305,0.0585,0.216,,0.0459718949476545,0.0571300047822561,0.18715134451567,0.262071237699726
283,13,furusawa00,128,T1,n,h,a,6.0,200kVp,3,20Ne,10,m,81.6,81.9,0.0305,0.0585,0.776,,0.0459718949476545,0.0571300047822561,0.747355234905984,0.186434773025633
284,13,furusawa00,129,T1,n,h,a,6.0,200kVp,3,20Ne,10,m,81.8,81.6,0.0305,0.0585,0.611,,0.0459718949476545,0.0571300047822561,0.606277225286121,0.239152726790446
285,13,furusawa00,130,T1,n,h,a,6.0,200kVp,3,20Ne,10,m,101.0,64.3,0.0305,0.0585,0.776,,0.0459718949476545,0.0571300047822561,0.888727794686465,0.20902876865666
286,13,furusawa00,131,T1,n,h,a,6.0,200kVp,3,20Ne,10,m,103.0,61.9,0.0305,0.0585,0.685,,0.0459718949476545,0.0571300047822561,0.656241305487898,0.244816839564808
287,13,furusawa00,132,T1,n,h,a,6.0,200kVp,3,20Ne,10,m,111.0,57.2,0.0305,0.0585,0.844,,0.0459718949476545,0.0571300047822561,0.841646673373608,0.366681280469735
288,13,furusawa00,133,T1,n,h,a,6.0,200kVp,3,20Ne,10,m,166.0,33.8,0.0305,0.0585,0.998,,0.0459718949476545,0.0571300047822561,0.988712977961589,0.160184891011027
289,13,furusawa00,134,T1,n,h,a,6.0,200kVp,3,20Ne,10,m,176.0,31.5,0.0305,0.0585,0.891,,0.0459718949476545,0.0571300047822561,0.595617913550274,0.391475845516216
290,13,furusawa00,135,T1,n,h,a,6.0,200kVp,3,20Ne,10,m,222.0,24.2,0.0305,0.0585,1.121,,0.0459718949476545,0.0571300047822561,1.12216318468494,0.0244756351091463
291,13,furusawa00,136,T1,n,h,a,6.0,200kVp,3,20Ne,10,m,249.0,20.3,0.0305,0.0585,0.792,,0.0459718949476545,0.0571300047822561,0.782953658907416,0.135288818809023
292,13,furusawa00,137,T1,n,h,a,6.0,200kVp,3,20Ne,10,m,262.0,19.2,0.0305,0.0585,0.849,,0.0459718949476545,0.0571300047822561,0.850037228762331,0.131415932051062
293,13,furusawa00,138,T1,n,h,a,6.0,200kVp,3,20Ne,10,m,340.0,14.3,0.0305,0.0585,0.793,,0.0459718949476545,0.0571300047822561,0.791741183446887,0.0658917358750608
294,13,furusawa00,139,T1,n,h,a,6.0,200kVp,3,20Ne,10,m,361.0,13.3,0.0305,0.0585,0.735,,0.0459718949476545,0.0571300047822561,0.730869691541995,0.0544925328582463
295,14,suzuki00,1,NB1RGB,n,h,a,6.0,200kVp,1,12C,6,m,13.3,271.2,0.428,0.052,0.565,0.047,0.461520416130523,0.0468369462668291,0.536330967117006,0.0501200671641686
