ExpID,PublicationID,PublicationName,IonExpNum,Cells,CellClass,CellOrigin,CellCycle,DNAcontent,PhotonRadiation,PhotonExpNum,Ion,Charge,IrradiationConditions,LET,Energy,ax_paper,bx_paper,ai_paper,bi_paper,ax_fit,bx_fit,ai_fit,bi_fit
296,14,suzuki00,2,HFL-III,n,h,a,6.0,200kVp,2,12C,6,m,13.3,271.2,0.415,0.062,0.543,0.066,0.424903832804971,0.0604361670329966,0.673209228697682,0.0367211797506077
297,14,suzuki00,3,LC-1sq,t,h,a,6.0,200kVp,3,12C,6,m,13.3,271.2,0.245,0.127,0.492,0.069,0.305657063646507,0.119312049093974,0.568034056464649,0.0586909182566615
298,14,suzuki00,4,A-549,t,h,a,6.0,200kVp,4,12C,6,m,13.3,271.2,0.075,0.045,0.218,0.044,0.065090016950001,0.0451520370845534,0.278378152447246,0.0370535077258811
299,14,suzuki00,5,C32TG,t,h,a,6.0,200kVp,5,12C,6,m,13.3,271.2,0.251,0.04,0.337,0.041,0.268671745747143,0.0356716028621659,0.347592614444345,0.0397430112612275
300,14,suzuki00,6,Marcus,t,h,a,6.0,200kVp,6,12C,6,m,13.3,271.2,0.178,0.047,0.308,0.058,0.213207782233576,0.0424218794126924,0.341460480615864,0.0526315310489686
301,14,suzuki00,7,U-251MGKO,t,h,a,6.0,200kVp,7,12C,6,m,13.3,271.2,-0.0825,0.09533,0.109,0.097,0.0,0.0815628862733626,0.109267826819742,0.0938509207117019
302,14,suzuki00,8,SK-MG-1,t,h,a,6.0,200kVp,8,12C,6,m,13.3,271.2,0.109,0.053,0.222,0.053,0.115938110977076,0.0505418247950632,0.234738621312986,0.050150565967889
303,14,suzuki00,9,KNS-89,t,h,a,6.0,200kVp,9,12C,6,m,13.3,271.2,0.053,0.09,0.129,0.102,0.0,0.095328450158564,0.15291240541907,0.098364802497243
304,14,suzuki00,10,KS-1,t,h,a,6.0,200kVp,10,12C,6,m,13.3,271.2,0.745,0.035,0.897,0.029,0.748562845290425,0.034349706851299,0.858053346969532,0.0346357981204933
305,14,suzuki00,11,A-172,t,h,a,6.0,200kVp,11,12C,6,m,13.3,271.2,0.363,0.081,0.848,0.019,0.440768422076705,0.0687855848372906,1.01390513979719,0.0
306,14,suzuki00,12,ONS-76,t,h,a,6.0,200kVp,12,12C,6,m,13.3,271.2,0.096,0.09,0.184,0.129,0.0,0.104344813790991,0.100976944166939,0.144121188070865
307,14,suzuki00,13,KNS-60,t,h,a,6.0,200kVp,13,12C,6,m,13.3,271.2,0.032,0.048,0.181,0.056,0.0470073224566825,0.0465896903566889,0.217005408842831,0.0511310222020971
308,14,suzuki00,14,Becker,t,h,a,6.0,200kVp,14,12C,6,m,13.3,271.2,0.1,0.022,0.129,0.024,0.0870338434822702,0.0232262696010328,0.18557594364017,0.0183850952884679
309,14,suzuki00,15,T98G,t,h,a,6.0,200kVp,15,12C,6,m,13.3,271.2,0.064,0.046,0.127,0.065,0.0563287071889658,0.0466172250197814,0.114204839121197,0.0662569614760184
310,14,suzuki00,16,SF126,t,h,a,6.0,200kVp,16,12C,6,m,13.3,271.2,0.211,0.064,0.399,0.061,0.23206874251256,0.0604234317548475,0.439046827339164,0.0547286856449943
311,14,suzuki00,17,NB1RGB,n,h,a,6.0,200kVp,1,12C,6,m,77.1,25.1,0.428,0.052,1.696,-0.06203,0.461520416130523,0.0468369462668291,1.69880617176555,-0.0607051717640348
312,14,suzuki00,18,HFL-III,n,h,a,6.0,200kVp,2,12C,6,m,77.1,25.1,0.415,0.062,1.685,-0.02719,0.424903832804971,0.0604361670329966,1.9755129875793,-0.132726370450065
313,14,suzuki00,19,LC-1sq,t,h,a,6.0,200kVp,3,12C,6,m,77.1,25.1,0.245,0.127,1.461,0.061,0.305657063646507,0.119312049093974,1.66586961451857,0.0
314,14,suzuki00,20,A-549,t,h,a,6.0,200kVp,4,12C,6,m,77.1,25.1,0.075,0.045,0.721,0.052,0.065090016950001,0.0451520370845534,0.79268456400663,0.0424003838299877
315,14,suzuki00,21,C32TG,t,h,a,6.0,200kVp,5,12C,6,m,77.1,25.1,0.251,0.04,1.123,0.016,0.268671745747143,0.0356716028621659,1.1618486570374,0.0
316,14,suzuki00,22,Marcus,t,h,a,6.0,200kVp,6,12C,6,m,77.1,25.1,0.178,0.047,0.733,0.137,0.213207782233576,0.0424218794126924,0.478169731343889,0.250920703221914
317,14,suzuki00,23,U-251MGKO,t,h,a,6.0,200kVp,7,12C,6,m,77.1,25.1,-0.0825,0.09533,0.467,0.189,0.0,0.0815628862733626,0.626031019293231,0.14578014078018
318,14,suzuki00,24,SK-MG-1,t,h,a,6.0,200kVp,8,12C,6,m,77.1,25.1,0.109,0.053,0.619,0.129,0.115938110977076,0.0505418247950632,0.690187684569843,0.10814219837697
319,14,suzuki00,25,KNS-89,t,h,a,6.0,200kVp,9,12C,6,m,77.1,25.1,0.053,0.09,0.645,0.15,0.0,0.095328450158564,0.744094233976079,0.133438319577259
320,14,suzuki00,26,KS-1,t,h,a,6.0,200kVp,10,12C,6,m,77.1,25.1,0.745,0.035,2.235,-0.14189,0.748562845290425,0.034349706851299,2.21257696686692,-0.133913979412958
321,14,suzuki00,27,A-172,t,h,a,6.0,200kVp,11,12C,6,m,77.1,25.1,0.363,0.081,2.056,-0.08157,0.440768422076705,0.0687855848372906,2.21549928183341,-0.131665460296761
322,14,suzuki00,28,ONS-76,t,h,a,6.0,200kVp,12,12C,6,m,77.1,25.1,0.096,0.09,0.664,0.405,0.0,0.104344813790991,0.678439015364098,0.397350215692472
323,14,suzuki00,29,KNS-60,t,h,a,6.0,200kVp,13,12C,6,m,77.1,25.1,0.032,0.048,0.816,0.041,0.0470073224566825,0.0465896903566889,0.90226583911978,0.0275066947710858
324,14,suzuki00,30,Becker,t,h,a,6.0,200kVp,14,12C,6,m,77.1,25.1,0.1,0.022,0.316,0.073,0.0870338434822702,0.0232262696010328,0.285496043381424,0.0778425129991072
325,14,suzuki00,31,T98G,t,h,a,6.0,200kVp,15,12C,6,m,77.1,25.1,0.064,0.046,0.432,0.09,0.0563287071889658,0.0466172250197814,0.496300293433531,0.0827936615728966
326,14,suzuki00,32,SF126,t,h,a,6.0,200kVp,16,12C,6,m,77.1,25.1,0.211,0.064,0.894,0.088,0.23206874251256,0.0604234317548475,0.941236023320377,0.0780165155176727
327,15,belli00,1,HF19,n,h,a,6.0,60Co,1,1H,1,m,7.7,5.24,0.64,0.0,0.55,0.0,0.560938887828564,0.0182066281991342,0.55287694647191,0.0
328,15,belli00,2,HF19,n,h,a,6.0,60Co,1,1H,1,m,19.5,1.54,0.64,0.0,0.54,0.0,0.560938887828564,0.0182066281991342,0.527624104247534,0.0
329,15,belli00,3,HF19,n,h,a,6.0,60Co,1,1H,1,m,29.0,0.86,0.64,0.0,0.52,0.0,0.560938887828564,0.0182066281991342,0.691038724274361,-0.0374388141949111
330,15,belli00,4,M/10,n,h,a,6.0,60Co,2,1H,1,m,9.1,4.29,0.52,0.0,0.5,0.0,0.653232735212782,-0.0186766837095804,0.497863837835997,0.0
331,15,belli00,5,M/10,n,h,a,6.0,60Co,2,1H,1,m,21.4,1.35,0.52,0.0,0.49,0.0,0.653232735212782,-0.0186766837095804,0.50156102110095,0.0
332,15,belli00,6,M/10,n,h,a,6.0,60Co,2,1H,1,m,33.0,0.69,0.52,0.0,0.93,0.0,0.653232735212782,-0.0186766837095804,0.902793101303146,0.0
333,15,belli00,7,SCC25,t,h,a,6.0,60Co,3,1H,1,m,7.7,5.24,0.57,0.031,0.41,0.092,0.646066090669085,0.0195628502901794,0.529842151980312,0.061349631395432
334,15,belli00,8,SCC25,t,h,a,6.0,60Co,3,1H,1,m,19.7,1.51,0.57,0.031,0.87,0.0,0.646066090669085,0.0195628502901794,0.978420040057595,-0.0297218669098085
335,15,belli00,9,SCC25,t,h,a,6.0,60Co,3,1H,1,m,29.5,0.84,0.57,0.031,0.81,0.0,0.646066090669085,0.0195628502901794,0.801456823042146,0.0
336,15,belli00,10,SQ20B,t,h,a,6.0,60Co,4,1H,1,m,7.7,5.24,0.13,0.017,0.15,0.011,0.10066812963914,0.0236602905917787,0.161966012070047,0.00850232929896456
337,15,belli00,11,SQ20B,t,h,a,6.0,60Co,4,1H,1,m,19.8,1.5,0.13,0.017,0.23,0.004,0.10066812963914,0.0236602905917787,0.258118261393596,0.0
338,15,belli00,12,SQ20B,t,h,a,6.0,60Co,4,1H,1,m,30.0,0.81,0.13,0.017,0.57,0.0,0.10066812963914,0.0236602905917787,0.576181413383991,-0.0343502609764972
339,16,tsuruoka05,1,NB1RGB,n,h,a,6.0,200kVp,1,12C,6,m,38.0,61.6,,,,,0.507560841159236,0.0394091367556584,1.10368911418921,0.0
340,16,tsuruoka05,2,NB1RGB,n,h,a,6.0,200kVp,1,12C,6,m,55.0,39.0,,,,,0.507560841159236,0.0394091367556584,1.2232779329909,0.0
341,16,tsuruoka05,3,NB1RGB,n,h,a,6.0,200kVp,1,12C,6,m,84.0,23.5,,,,,0.507560841159236,0.0394091367556584,2.86262522146044,-0.488921568868551
342,16,tsuruoka05,4,NB1RGB,n,h,a,6.0,200kVp,1,12C,6,m,91.0,21.3,,,,,0.507560841159236,0.0394091367556584,2.42801345428497,-0.272443394441318
343,16,tsuruoka05,5,NB1RGB,n,h,a,6.0,200kVp,1,12C,6,m,94.0,20.5,,,,,0.507560841159236,0.0394091367556584,2.64309896012419,-0.388917311829258
344,16,tsuruoka05,6,NB1RGB,n,h,a,6.0,200kVp,1,12C,6,m,98.0,19.5,,,,,0.507560841159236,0.0394091367556584,3.74088976097889,-0.869746503186872
345,16,tsuruoka05,7,NB1RGB,n,h,a,6.0,200kVp,1,12C,6,m,13.0,291.0,,,,,0.507560841159236,0.0394091367556584,0.698084480730169,0.0241989666658453
346,16,tsuruoka05,8,NB1RGB,n,h,a,6.0,200kVp,1,12C,6,m,19.0,157.0,,,,,0.507560841159236,0.0394091367556584,0.796388581770534,0.0296369817157238
347,16,tsuruoka05,9,NB1RGB,n,h,a,6.0,200kVp,1,12C,6,m,38.0,61.6,,,,,0.507560841159236,0.0394091367556584,1.06346858099254,0.0
348,16,tsuruoka05,10,NB1RGB,n,h,a,6.0,200kVp,1,12C,6,m,54.0,39.9,,,,,0.507560841159236,0.0394091367556584,1.38505919011569,0.0
349,16,tsuruoka05,11,NB1RGB,n,h,a,6.0,200kVp,1,12C,6,m,64.0,32.5,,,,,0.507560841159236,0.0394091367556584,1.87727615668408,-0.152053265190718
350,16,tsuruoka05,12,NB1RGB,n,h,a,6.0,200kVp,1,12C,6,m,73.0,27.8,,,,,0.507560841159236,0.0394091367556584,2.09785637792886,-0.117267396414438
351,16,tsuruoka05,13,NB1RGB,n,h,a,6.0,200kVp,1,12C,6,m,76.0,26.5,,,,,0.507560841159236,0.0394091367556584,2.22144886308335,0.0
352,16,tsuruoka05,14,NB1RGB,n,h,a,6.0,200kVp,1,20Ne,10,m,45.0,200.0,,,,,0.507560841159236,0.0394091367556584,0.844884763721986,0.0696201963102541
353,16,tsuruoka05,15,NB1RGB,n,h,a,6.0,200kVp,1,20Ne,10,m,59.0,134.0,,,,,0.507560841159236,0.0394091367556584,0.950994076384892,0.0867558588277837
354,16,tsuruoka05,16,NB1RGB,n,h,a,6.0,200kVp,1,20Ne,10,m,77.0,93.0,,,,,0.507560841159236,0.0394091367556584,1.47116705124663,0.0315882856580155
355,16,tsuruoka05,17,NB1RGB,n,h,a,6.0,200kVp,1,20Ne,10,m,105.0,62.5,,,,,0.507560841159236,0.0394091367556584,2.02472999751578,-0.128539682323354
356,16,tsuruoka05,18,NB1RGB,n,h,a,6.0,200kVp,1,20Ne,10,m,132.0,47.0,,,,,0.507560841159236,0.0394091367556584,1.89098155714931,0.0
357,16,tsuruoka05,19,NB1RGB,n,h,a,6.0,200kVp,1,20Ne,10,m,158.0,37.7,,,,,0.507560841159236,0.0394091367556584,2.05291313944384,-0.0873557203535925
358,16,tsuruoka05,20,NB1RGB,n,h,a,6.0,200kVp,1,20Ne,10,m,177.0,32.8,,,,,0.507560841159236,0.0394091367556584,2.90851157253097,-0.40167736616222
359,16,tsuruoka05,21,NB1RGB,n,h,a,6.0,200kVp,1,20Ne,10,m,30.0,415.0,,,,,0.507560841159236,0.0394091367556584,0.877095779302407,0.0419323565645926
360,16,tsuruoka05,22,NB1RGB,n,h,a,6.0,200kVp,1,20Ne,10,m,44.0,208.0,,,,,0.507560841159236,0.0394091367556584,1.05396270038465,0.0438960103162266
361,16,tsuruoka05,23,NB1RGB,n,h,a,6.0,200kVp,1,20Ne,10,m,58.0,138.0,,,,,0.507560841159236,0.0394091367556584,1.36199181281412,0.0
362,16,tsuruoka05,24,NB1RGB,n,h,a,6.0,200kVp,1,20Ne,10,m,77.0,93.0,,,,,0.507560841159236,0.0394091367556584,1.33773237509524,0.0
363,16,tsuruoka05,25,NB1RGB,n,h,a,6.0,200kVp,1,20Ne,10,m,105.0,62.5,,,,,0.507560841159236,0.0394091367556584,1.29598494300832,0.0
364,16,tsuruoka05,26,NB1RGB,n,h,a,6.0,200kVp,1,20Ne,10,m,127.0,49.0,,,,,0.507560841159236,0.0394091367556584,2.18409913078218,-0.149677811345168
365,16,tsuruoka05,27,NB1RGB,n,h,a,6.0,200kVp,1,20Ne,10,m,156.0,38.0,,,,,0.507560841159236,0.0394091367556584,1.98902329353445,-0.0867110806288874
366,16,tsuruoka05,28,NB1RGB,n,h,a,6.0,200kVp,1,20Ne,10,m,184.0,31.0,,,,,0.507560841159236,0.0394091367556584,2.75141921443873,-0.418473941531583
367,16,tsuruoka05,29,NB1RGB,n,h,a,6.0,200kVp,1,28Si,14,m,55.0,500.0,,,,,0.507560841159236,0.0394091367556584,1.38600758320214,0.0
368,16,tsuruoka05,30,NB1RGB,n,h,a,6.0,200kVp,1,28Si,14,m,59.0,400.0,,,,,0.507560841159236,0.0394091367556584,1.506928790157,-0.0453674475494158
369,16,tsuruoka05,31,NB1RGB,n,h,a,6.0,200kVp,1,28Si,14,m,69.0,300.0,,,,,0.507560841159236,0.0394091367556584,1.47611614680203,0.0
370,16,tsuruoka05,32,NB1RGB,n,h,a,6.0,200kVp,1,28Si,14,m,113.0,140.0,,,,,0.507560841159236,0.0394091367556584,1.7413984600173,0.0
371,16,tsuruoka05,33,NB1RGB,n,h,a,6.0,200kVp,1,28Si,14,m,145.0,100.0,,,,,0.507560841159236,0.0394091367556584,2.18468765993927,-0.106106207288322
372,16,tsuruoka05,34,NB1RGB,n,h,a,6.0,200kVp,1,28Si,14,m,173.0,80.0,,,,,0.507560841159236,0.0394091367556584,2.27642476740937,-0.144861390319434
373,16,tsuruoka05,35,NB1RGB,n,h,a,6.0,200kVp,1,28Si,14,m,214.0,60.0,,,,,0.507560841159236,0.0394091367556584,2.11502969206876,-0.0940896368520916
374,16,tsuruoka05,36,NB1RGB,n,h,a,6.0,200kVp,1,56Fe,26,m,200.0,450.0,,,,,0.507560841159236,0.0394091367556584,2.3776143769579,-0.153071234660559
375,16,tsuruoka05,37,NB1RGB,n,h,a,6.0,200kVp,1,56Fe,26,m,260.0,270.0,,,,,0.507560841159236,0.0394091367556584,2.28400054185368,-0.165740933948365
376,16,tsuruoka05,38,NB1RGB,n,h,a,6.0,200kVp,1,56Fe,26,m,300.0,210.0,,,,,0.507560841159236,0.0394091367556584,2.13700397577572,-0.151554806206905
377,16,tsuruoka05,39,NB1RGB,n,h,a,6.0,200kVp,1,56Fe,26,m,350.0,165.0,,,,,0.507560841159236,0.0394091367556584,1.9049584534313,-0.0950735111550837
378,16,tsuruoka05,40,NB1RGB,n,h,a,6.0,200kVp,1,56Fe,26,m,400.0,135.0,,,,,0.507560841159236,0.0394091367556584,1.99343040622557,-0.177414407286405
379,17,belli08,1,HF19,n,h,a,6.0,60Co/137Cs,1,12C,6,m,39.0,59.0,0.64,0.0,1.71,0.0,0.554747399172932,0.0191817135918191,1.14013645122354,0.137216841851046
380,17,belli08,2,HF19,n,h,a,6.0,60Co/137Cs,1,12C,6,m,94.0,19.0,0.64,0.0,1.21,0.0,0.554747399172932,0.0191817135918191,1.07310333711483,-0.0611100331554133
381,17,belli08,3,HF19,n,h,a,6.0,60Co/137Cs,1,12C,6,m,222.0,6.7,0.64,0.0,0.84,0.0,0.554747399172932,0.0191817135918191,0.770688814176575,0.0
382,17,belli08,4,HF19,n,h,a,6.0,60Co/137Cs,1,12C,6,m,303.0,4.5,0.64,0.0,0.86,0.0,0.554747399172932,0.0191817135918191,0.731674278909881,0.0
383,17,belli08,5,M/10,n,h,a,6.0,60Co/137Cs,2,12C,6,m,13.0,290.0,0.3,0.068,0.61,0.089,0.0,0.111998803912586,0.688021891997337,0.0701927881345668
384,17,belli08,6,M/10,n,h,a,6.0,60Co/137Cs,2,12C,6,m,24.0,135.0,0.3,0.068,0.58,0.119,0.0,0.111998803912586,0.583359950341024,0.117641821058754
385,17,belli08,7,M/10,n,h,a,6.0,60Co/137Cs,2,12C,6,m,39.0,59.0,0.3,0.068,1.27,0.0,0.0,0.111998803912586,1.13495499408399,0.0427184804346146
386,17,belli08,8,M/10,n,h,a,6.0,60Co/137Cs,2,12C,6,m,94.0,19.0,0.3,0.068,2.3,0.0,0.0,0.111998803912586,2.99135600110116,-0.691806611966077
387,17,belli08,9,M/10,n,h,a,6.0,60Co/137Cs,2,12C,6,m,222.0,6.7,0.3,0.068,1.83,0.0,0.0,0.111998803912586,1.74236498664014,0.0
388,17,belli08,10,M/10,n,h,a,6.0,60Co/137Cs,2,12C,6,m,303.0,4.5,0.3,0.068,1.91,0.0,0.0,0.111998803912586,1.8843094404735,0.0
389,17,belli08,11,SCC25,t,h,a,6.0,60Co/137Cs,3,12C,6,m,13.0,290.0,0.63,0.0,0.66,0.0,0.642219928588405,0.0,0.0,0.166985137008361
390,17,belli08,12,SCC25,t,h,a,6.0,60Co/137Cs,3,12C,6,m,24.0,135.0,0.63,0.0,0.69,0.0,0.642219928588405,0.0,0.669313294005262,0.0
391,17,belli08,13,SCC25,t,h,a,6.0,60Co/137Cs,3,12C,6,m,94.0,19.0,0.63,0.0,2.51,0.0,0.642219928588405,0.0,2.39460916293557,0.0
392,17,belli08,14,SCC25,t,h,a,6.0,60Co/137Cs,3,12C,6,m,222.0,6.7,0.63,0.0,0.93,0.0,0.642219928588405,0.0,0.944093322629796,0.0
393,17,belli08,15,SCC25,t,h,a,6.0,60Co/137Cs,3,12C,6,m,303.0,4.5,0.63,0.0,0.87,0.0,0.642219928588405,0.0,0.912698413774269,0.0
394,17,belli08,16,SQ20B,t,h,a,6.0,60Co/137Cs,4,12C,6,m,13.0,290.0,0.16,0.012,0.2,0.018,0.158166372760804,0.0125296699818026,0.250618119905683,0.0155510681593728
395,17,belli08,17,SQ20B,t,h,a,6.0,60Co/137Cs,4,12C,6,m,24.0,135.0,0.16,0.012,0.16,0.031,0.158166372760804,0.0125296699818026,0.209009340243484,0.0280124134426319
396,17,belli08,18,SQ20B,t,h,a,6.0,60Co/137Cs,4,12C,6,m,39.0,59.0,0.16,0.012,0.44,0.039,0.158166372760804,0.0125296699818026,0.423178246870167,0.0405661054278582
397,17,belli08,19,SQ20B,t,h,a,6.0,60Co/137Cs,4,12C,6,m,94.0,19.0,0.16,0.012,1.02,0.0,0.158166372760804,0.0125296699818026,1.27623969295639,-0.070887915023595
398,17,belli08,20,SQ20B,t,h,a,6.0,60Co/137Cs,4,12C,6,m,222.0,6.7,0.16,0.012,0.73,0.0,0.158166372760804,0.0125296699818026,0.737801401908313,0.0
399,17,belli08,21,SQ20B,t,h,a,6.0,60Co/137Cs,4,12C,6,m,303.0,4.5,0.16,0.012,0.72,0.0,0.158166372760804,0.0125296699818026,0.730676184751042,0.0
400,17,belli08,22,V79,n,r,a,5.6,60Co/137Cs,5,12C,6,m,13.0,290.0,0.18,0.025,0.25,0.026,0.138771558495749,0.0318572413970804,0.293081826914462,0.018281752313275
401,17,belli08,23,V79,n,r,a,5.6,60Co/137Cs,5,12C,6,m,24.0,135.0,0.18,0.025,0.3,0.025,0.138771558495749,0.0318572413970804,0.264699508742675,0.0282454106937168
402,17,belli08,24,V79,n,r,a,5.6,60Co/137Cs,5,12C,6,m,94.0,19.0,0.18,0.025,1.37,0.0,0.138771558495749,0.0318572413970804,1.37911217088797,0.0
403,17,belli08,25,V79,n,r,a,5.6,60Co/137Cs,5,12C,6,m,222.0,6.7,0.18,0.025,1.1,0.0,0.138771558495749,0.0318572413970804,1.32548398760534,-0.100104321245988
404,17,belli08,26,V79,n,r,a,5.6,60Co/137Cs,5,12C,6,m,303.0,4.5,0.18,0.025,0.78,0.0,0.138771558495749,0.0318572413970804,0.662193553276065,0.0
405,17,belli08,27,M/10,n,h,a,6.0,60Co/137Cs,2,12C,6,s,40.0,57.0,0.3,0.068,0.59,0.118,0.0,0.111998803912586,0.652065176569693,0.110882830712755
406,17,belli08,28,M/10,n,h,a,6.0,60Co/137Cs,2,12C,6,s,75.0,26.0,0.3,0.068,0.94,0.129,0.0,0.111998803912586,1.01551380340587,0.119787391066942
407,17,belli08,29,SCC25,t,h,a,6.0,60Co/137Cs,3,12C,6,s,40.0,57.0,0.63,0.0,0.94,0.0,0.642219928588405,0.0,0.833176487979417,0.0293054371451326
408,17,belli08,30,SCC25,t,h,a,6.0,60Co/137Cs,3,12C,6,s,50.0,43.0,0.63,0.0,0.97,0.0,0.642219928588405,0.0,0.800019489421779,0.0
409,17,belli08,31,SCC25,t,h,a,6.0,60Co/137Cs,3,12C,6,s,75.0,26.0,0.63,0.0,1.05,0.0,0.642219928588405,0.0,1.04806152767412,0.0
410,17,belli08,32,SQ20B,t,h,a,6.0,60Co/137Cs,4,12C,6,s,40.0,57.0,0.16,0.012,0.23,0.065,0.158166372760804,0.0125296699818026,0.238818715156223,0.0628462136372561
411,17,belli08,33,SQ20B,t,h,a,6.0,60Co/137Cs,4,12C,6,s,50.0,43.0,0.16,0.012,0.34,0.039,0.158166372760804,0.0125296699818026,0.384362145405424,0.0288456528375001
412,17,belli08,34,SQ20B,t,h,a,6.0,60Co/137Cs,4,12C,6,s,75.0,26.0,0.16,0.012,0.51,0.05,0.158166372760804,0.0125296699818026,0.57313385333393,0.0416825416464791
413,17,belli08,35,V79,n,r,a,5.6,60Co/137Cs,5,12C,6,s,40.0,57.0,0.18,0.025,0.52,0.034,0.138771558495749,0.0318572413970804,0.563415211551055,0.0281728051012903
414,17,belli08,36,V79,n,r,a,5.6,60Co/137Cs,5,12C,6,s,50.0,43.0,0.18,0.025,0.61,0.023,0.138771558495749,0.0318572413970804,0.763910727899251,0.0
415,17,belli08,37,V79,n,r,a,5.6,60Co/137Cs,5,12C,6,s,75.0,26.0,0.18,0.025,0.82,0.032,0.138771558495749,0.0318572413970804,0.86360683274155,0.023860753164415
416,18,belli98,1,V79,n,r,a,5.6,,1,1H,1,m,7.7,5.01,0.129,0.046,0.289,0.024,0.106096930904144,0.0516814482930807,0.285535901466644,0.0248849848696447
417,18,belli98,2,V79,n,r,a,5.6,,1,1H,1,m,11.0,3.2,0.129,0.046,0.372,0.036,0.106096930904144,0.0516814482930807,0.438325026944878,0.0224155796595775
418,18,belli98,3,V79,n,r,a,5.6,,1,1H,1,m,20.0,1.41,0.129,0.046,0.469,0.043,0.106096930904144,0.0516814482930807,0.501822055556916,0.0331919321033143
419,18,belli98,4,V79,n,r,a,5.6,,1,1H,1,m,30.5,0.76,0.129,0.046,0.721,0.0,0.106096930904144,0.0516814482930807,0.732346998002782,0.0
420,18,belli98,5,V79,n,r,a,5.6,,1,1H,1,m,34.6,0.64,0.129,0.046,0.653,0.0,0.106096930904144,0.0516814482930807,0.873563613517028,-0.0478689950983184
421,18,belli98,6,V79,n,r,a,5.6,,1,1H,1,m,37.8,0.57,0.129,0.046,0.58,0.0,0.106096930904144,0.0516814482930807,0.680490834296377,-0.0205175028269411
422,19,hall77,1,V79,n,r,a,5.6,250kVp,1,40Ar,18,s,110.9,330.0,,,0.814,0.0,0.133394649036936,0.0265619281477889,0.794737277433974,0.0
423,19,hall77,2,V79,n,r,a,5.6,250kVp,1,40Ar,18,s,304.9,72.0,,,0.744,0.0,0.133394649036936,0.0265619281477889,0.525103406544389,0.0390004053675736
424,19,hall77,3,V79,n,r,a,5.6,250kVp,1,40Ar,18,s,409.2,48.0,,,0.469,0.0,0.133394649036936,0.0265619281477889,0.525612054581246,0.0
425,20,bird75,1,V79,n,r,a,5.6,145kVp,1,4He,2,m,19.1,9.93,,,,,0.327610414745012,0.00808733581459268,0.0,0.0737462524875214
426,20,bird75,2,V79,n,r,a,5.6,145kVp,1,7Li,3,m,43.4,9.85,,,,,0.327610414745012,0.00808733581459268,0.374027931870666,0.15738412784554
427,20,bird75,3,V79,n,r,a,5.6,145kVp,1,11B,5,m,129.5,9.17,,,,,0.327610414745012,0.00808733581459268,1.29465118894235,0.184216008796932
428,20,bird75,4,V79,n,r,a,5.6,145kVp,1,12C,6,m,191.0,8.93,,,,,0.327610414745012,0.00808733581459268,1.17878069951868,0.0757202843826307
429,20,bird75,5,V79,n,r,a,5.6,145kVp,1,20Ne,10,m,656.0,6.15,,,,,0.327610414745012,0.00808733581459268,0.684175585486058,0.0211175098055131
430,20,bird75,6,V79,n,r,a,5.6,145kVp,1,40Ar,18,m,2000.0,5.09,,,,,0.327610414745012,0.00808733581459268,0.375457680815115,0.0
431,21,neubeck09,1,RAT-1,t,r,a,5.6,250kVp,1,12C,6,m,13.3,270.0,0.174,0.026,0.197,0.031,0.200507862766553,0.0266346658678679,0.210034493077478,0.0275243666048145
432,21,neubeck09,2,RAT-1,t,r,a,5.6,250kVp,1,12C,6,m,26.0,100.0,0.174,0.026,0.292,0.034,0.200507862766553,0.0266346658678679,0.295036769548135,0.0333191923252077
433,21,neubeck09,3,RAT-1,t,r,a,5.6,250kVp,1,12C,6,m,163.0,9.9,0.174,0.026,1.237,0.0,0.200507862766553,0.0266346658678679,1.25695240404129,0.0
434,21,neubeck09,4,IEC-6,n,r,a,5.6,250kVp,2,12C,6,m,13.3,270.0,0.35,0.022,0.439,0.008,0.301811348381014,0.0218801433464812,0.470877382086142,0.0
435,21,neubeck09,5,IEC-6,n,r,a,5.6,250kVp,2,12C,6,m,26.0,100.0,0.35,0.022,0.551,0.007,0.301811348381014,0.0218801433464812,0.548542464582139,0.0130535725989592
436,21,neubeck09,6,IEC-6,n,r,a,5.6,250kVp,2,12C,6,m,163.0,9.9,0.35,0.022,1.804,0.0,0.301811348381014,0.0218801433464812,1.74607889945047,0.0
437,22,perris86,1,V79,n,r,a,5.6,60Co,1,1H,1,m,6.0,7.4,0.14,0.0055,0.21,0.023,0.118131961968659,0.00882831198044436,0.0,0.0654871644929731
438,22,perris86,2,V79,n,r,a,5.6,60Co,1,1H,1,m,12.0,3.0,0.14,0.0055,0.43,0.0,0.118131961968659,0.00882831198044436,0.408791900448347,0.0
439,23,bettega83,1,EUE,n,h,a,6.0,60Co,1,1H,1,m,5.8,8.0,,,0.71,0.0,0.488068004268344,0.0,0.701836826374338,0.0
440,23,bettega83,2,EUE,n,h,a,6.0,60Co,1,1H,1,m,4.0,12.0,,,0.57,0.04,0.488068004268344,0.0,0.614742846129164,0.0331548145145913
441,23,bettega83,3,EUE,n,h,a,6.0,60Co,1,1H,1,m,1.83,31.0,,,0.35,0.04,0.488068004268344,0.0,0.434932896205515,0.0308873873010698
442,24,cox77,1,V79,n,r,a,5.6,60Co,1,4He,2,m,20.0,8.8,0.143,0.0259,0.491,0.018,0.141727222188074,0.0260485325087186,0.466498842162656,0.0237946170057756
443,24,cox77,2,V79,n,r,a,5.6,60Co,1,4He,2,m,50.0,2.9,0.143,0.0259,0.933,0.0245,0.141727222188074,0.0260485325087186,1.04154333821977,0.0
